home_matches,home_wins,home_draws,home_losses,home_points,home_points_per_match,home_goals_for,home_goals_against,home_goals_for_per_match,home_goals_against_per_match,home_goal_difference,home_home_matches,home_home_wins,home_home_draws,home_home_losses,home_home_goals_for,home_home_goals_against,home_away_matches,home_away_wins,home_away_draws,home_away_losses,home_away_goals_for,home_away_goals_against,home_last10_matches,home_last10_wins,home_last10_draws,home_last10_losses,home_last10_points,home_last10_goals_for,home_last10_goals_against,home_last5_matches,home_last5_wins,home_last5_draws,home_last5_losses,home_last5_points,home_last5_goals_for,home_last5_goals_against,away_matches,away_wins,away_draws,away_losses,away_points,away_points_per_match,away_goals_for,away_goals_against,away_goals_for_per_match,away_goals_against_per_match,away_goal_difference,away_home_matches,away_home_wins,away_home_draws,away_home_losses,away_home_goals_for,away_home_goals_against,away_away_matches,away_away_wins,away_away_draws,away_away_losses,away_away_goals_for,away_away_goals_against,away_last10_matches,away_last10_wins,away_last10_draws,away_last10_losses,away_last10_points,away_last10_goals_for,away_last10_goals_against,away_last5_matches,away_last5_wins,away_last5_draws,away_last5_losses,away_last5_points,away_last5_goals_for,away_last5_goals_against,diff_points_per_match,diff_goals_for_per_match,diff_goals_against_per_match,diff_goal_difference,diff_last5_points,diff_last10_points,diff_last5_goals_for,diff_last10_goals_for,home_prior_matches,away_prior_matches,home_prior_points,away_prior_points
118,43,25,50,154,1.305084745762712,160,173,1.3559322033898304,1.4661016949152543,-13,59,27,9,23,92,80,59,16,16,27,68,93,10,2,3,5,9,8,12,5,1,1,3,4,6,7,42,15,13,14,58,1.380952380952381,45,53,1.0714285714285714,1.2619047619047619,-8,21,10,6,5,26,22,21,5,7,9,19,31,10,3,3,4,12,12,17,5,2,1,2,7,5,6,-0.07586763518966899,0.28450363196125905,0.20419693301049247,-5,-3,-3,1,-4,118,42,154,58
118,50,27,41,177,1.5,177,169,1.5,1.4322033898305084,8,59,31,9,19,98,83,59,19,18,22,79,86,10,6,2,2,20,19,12,5,2,1,2,7,10,7,118,38,36,44,150,1.271186440677966,155,171,1.3135593220338984,1.4491525423728813,-16,59,18,20,21,83,82,59,20,16,23,72,89,10,1,2,7,5,12,26,5,1,0,4,3,7,13,0.22881355932203395,0.18644067796610164,-0.016949152542372836,24,4,15,3,7,118,118,177,150
118,53,21,44,180,1.5254237288135593,213,172,1.805084745762712,1.4576271186440677,41,59,34,10,15,129,76,59,19,11,29,84,96,10,3,3,4,12,15,16,5,1,2,2,5,7,10,42,6,10,26,28,0.6666666666666666,43,92,1.0238095238095237,2.1904761904761907,-49,21,2,4,15,16,47,21,4,6,11,27,45,10,2,1,7,7,10,25,5,2,0,3,6,8,13,0.8587570621468926,0.7812752219531882,-0.732849071832123,90,-1,5,-1,5,118,42,180,28
118,41,41,36,164,1.3898305084745763,176,174,1.4915254237288136,1.4745762711864407,2,59,22,22,15,82,67,59,19,19,21,94,107,10,3,6,1,15,16,12,5,0,4,1,4,7,8,118,78,26,14,260,2.2033898305084745,239,91,2.0254237288135593,0.7711864406779662,148,59,43,10,6,129,45,59,35,16,8,110,46,10,9,0,1,27,17,4,5,5,0,0,15,10,2,-0.8135593220338981,-0.5338983050847457,0.7033898305084746,-146,-11,-12,-3,-1,118,118,164,260
118,54,29,35,191,1.61864406779661,209,167,1.771186440677966,1.4152542372881356,42,59,31,15,13,111,74,59,23,14,22,98,93,10,3,2,5,11,15,20,5,2,1,2,7,11,11,118,76,24,18,252,2.135593220338983,253,115,2.1440677966101696,0.9745762711864406,138,59,43,11,5,142,54,59,33,13,13,111,61,10,7,2,1,23,20,8,5,4,0,1,12,9,4,-0.5169491525423731,-0.3728813559322035,0.44067796610169496,-96,-5,-12,2,-5,118,118,191,252
118,40,30,48,150,1.271186440677966,159,168,1.347457627118644,1.423728813559322,-9,59,18,19,22,73,70,59,22,11,26,86,98,10,4,4,2,16,20,11,5,1,3,1,6,5,5,42,15,13,14,58,1.380952380952381,45,53,1.0714285714285714,1.2619047619047619,-8,21,10,6,5,26,22,21,5,7,9,19,31,10,3,3,4,12,12,17,5,2,1,2,7,5,6,-0.10976594027441489,0.27602905569007263,0.16182405165456015,-1,-1,4,0,8,118,42,150,58
118,58,26,34,200,1.694915254237288,191,168,1.61864406779661,1.423728813559322,23,59,35,13,11,115,73,59,23,13,23,76,95,10,3,2,5,11,14,18,5,1,1,3,4,3,8,4,0,0,4,0,0.0,0,10,0.0,2.5,-10,2,0,0,2,0,6,2,0,0,2,0,4,4,0,0,4,0,0,10,4,0,0,4,0,0,10,1.694915254237288,1.61864406779661,-1.076271186440678,33,4,11,3,14,118,4,200,0
118,38,37,43,151,1.2796610169491525,134,148,1.1355932203389831,1.2542372881355932,-14,59,20,19,20,78,70,59,18,18,23,56,78,10,1,5,4,8,13,16,5,1,3,1,6,5,4,118,44,37,37,169,1.4322033898305084,186,172,1.576271186440678,1.4576271186440677,14,59,26,21,12,95,74,59,18,16,25,91,98,10,4,2,4,14,22,14,5,2,1,2,7,13,8,-0.15254237288135597,-0.44067796610169485,-0.20338983050847448,-28,-1,-6,-8,-9,118,118,151,169
118,41,24,53,147,1.2457627118644068,186,188,1.576271186440678,1.5932203389830508,-2,59,22,10,27,95,95,59,19,14,26,91,93,10,3,4,3,13,8,11,5,1,2,2,5,1,5,4,2,2,0,8,2.0,5,2,1.25,0.5,3,2,1,1,0,2,0,2,1,1,0,3,2,4,2,2,0,8,5,2,4,2,2,0,8,5,2,-0.7542372881355932,0.326271186440678,1.0932203389830508,-5,-3,5,-4,3,118,4,147,8
42,13,16,13,55,1.3095238095238095,56,59,1.3333333333333333,1.4047619047619047,-3,21,10,6,5,34,23,21,3,10,8,22,36,10,5,4,1,19,17,10,5,2,2,1,8,7,6,118,67,31,20,232,1.9661016949152543,241,139,2.042372881355932,1.1779661016949152,102,59,39,15,5,127,55,59,28,16,15,114,84,10,3,5,2,14,17,15,5,1,4,0,7,7,5,-0.6565778853914448,-0.7090395480225988,0.22679580306698943,-105,1,5,0,0,42,118,55,232
118,41,31,46,154,1.305084745762712,184,178,1.5593220338983051,1.5084745762711864,6,59,23,20,16,106,91,59,18,11,30,78,87,10,2,6,2,12,14,12,5,1,4,0,7,8,5,118,43,25,50,154,1.305084745762712,160,173,1.3559322033898304,1.4661016949152543,-13,59,27,9,23,92,80,59,16,16,27,68,93,10,2,3,5,9,8,12,5,1,1,3,4,6,7,0.0,0.2033898305084747,0.04237288135593209,19,3,3,2,6,118,118,154,154
118,76,24,18,252,2.135593220338983,253,115,2.1440677966101696,0.9745762711864406,138,59,43,11,5,142,54,59,33,13,13,111,61,10,7,2,1,23,20,8,5,4,0,1,12,9,4,118,41,31,46,154,1.305084745762712,184,178,1.5593220338983051,1.5084745762711864,6,59,23,20,16,106,91,59,18,11,30,78,87,10,2,6,2,12,14,12,5,1,4,0,7,8,5,0.8305084745762712,0.5847457627118644,-0.5338983050847458,132,5,11,1,6,118,118,252,154
118,44,37,37,169,1.4322033898305084,186,172,1.576271186440678,1.4576271186440677,14,59,26,21,12,95,74,59,18,16,25,91,98,10,4,2,4,14,22,14,5,2,1,2,7,13,8,118,40,30,48,150,1.271186440677966,159,168,1.347457627118644,1.423728813559322,-9,59,18,19,22,73,70,59,22,11,26,86,98,10,4,4,2,16,20,11,5,1,3,1,6,5,5,0.1610169491525424,0.22881355932203395,0.03389830508474567,23,1,-2,8,2,118,118,169,150
118,67,31,20,232,1.9661016949152543,241,139,2.042372881355932,1.1779661016949152,102,59,39,15,5,127,55,59,28,16,15,114,84,10,3,5,2,14,17,15,5,1,4,0,7,7,5,118,54,29,35,191,1.61864406779661,209,167,1.771186440677966,1.4152542372881356,42,59,31,15,13,111,74,59,23,14,22,98,93,10,3,2,5,11,15,20,5,2,1,2,7,11,11,0.34745762711864425,0.27118644067796605,-0.23728813559322037,60,0,3,-4,2,118,118,232,191
118,78,26,14,260,2.2033898305084745,239,91,2.0254237288135593,0.7711864406779662,148,59,43,10,6,129,45,59,35,16,8,110,46,10,9,0,1,27,17,4,5,5,0,0,15,10,2,118,41,24,53,147,1.2457627118644068,186,188,1.576271186440678,1.5932203389830508,-2,59,22,10,27,95,95,59,19,14,26,91,93,10,3,4,3,13,8,11,5,1,2,2,5,1,5,0.9576271186440677,0.44915254237288127,-0.8220338983050847,150,10,14,9,9,118,118,260,147
4,0,0,4,0,0.0,0,10,0.0,2.5,-10,2,0,0,2,0,6,2,0,0,2,0,4,4,0,0,4,0,0,10,4,0,0,4,0,0,10,118,50,27,41,177,1.5,177,169,1.5,1.4322033898305084,8,59,31,9,19,98,83,59,19,18,22,79,86,10,6,2,2,20,19,12,5,2,1,2,7,10,7,-1.5,-1.5,1.0677966101694916,-18,-7,-20,-10,-19,4,118,0,177
118,43,25,50,154,1.305084745762712,160,173,1.3559322033898304,1.4661016949152543,-13,59,27,9,23,92,80,59,16,16,27,68,93,10,2,3,5,9,8,12,5,1,1,3,4,6,7,118,38,37,43,151,1.2796610169491525,134,148,1.1355932203389831,1.2542372881355932,-14,59,20,19,20,78,70,59,18,18,23,56,78,10,1,5,4,8,13,16,5,1,3,1,6,5,4,0.025423728813559476,0.22033898305084731,0.21186440677966112,1,-2,1,1,-5,118,118,154,151
42,6,10,26,28,0.6666666666666666,43,92,1.0238095238095237,2.1904761904761907,-49,21,2,4,15,16,47,21,4,6,11,27,45,10,2,1,7,7,10,25,5,2,0,3,6,8,13,42,13,16,13,55,1.3095238095238095,56,59,1.3333333333333333,1.4047619047619047,-3,21,10,6,5,34,23,21,3,10,8,22,36,10,5,4,1,19,17,10,5,2,2,1,8,7,6,-0.6428571428571429,-0.30952380952380953,0.785714285714286,-46,-2,-12,1,-7,42,42,28,55
118,38,36,44,150,1.271186440677966,155,171,1.3135593220338984,1.4491525423728813,-16,59,18,20,21,83,82,59,20,16,23,72,89,10,1,2,7,5,12,26,5,1,0,4,3,7,13,118,58,26,34,200,1.694915254237288,191,168,1.61864406779661,1.423728813559322,23,59,35,13,11,115,73,59,23,13,23,76,95,10,3,2,5,11,14,18,5,1,1,3,4,3,8,-0.423728813559322,-0.3050847457627117,0.025423728813559254,-39,-1,-6,4,-2,118,118,150,200
42,15,13,14,58,1.380952380952381,45,53,1.0714285714285714,1.2619047619047619,-8,21,10,6,5,26,22,21,5,7,9,19,31,10,3,3,4,12,12,17,5,2,1,2,7,5,6,118,53,21,44,180,1.5254237288135593,213,172,1.805084745762712,1.4576271186440677,41,59,34,10,15,129,76,59,19,11,29,84,96,10,3,3,4,12,15,16,5,1,2,2,5,7,10,-0.14447134786117832,-0.7336561743341405,-0.19572235673930583,-49,2,0,-2,-3,42,118,58,180
4,2,2,0,8,2.0,5,2,1.25,0.5,3,2,1,1,0,2,0,2,1,1,0,3,2,4,2,2,0,8,5,2,4,2,2,0,8,5,2,118,41,41,36,164,1.3898305084745763,176,174,1.4915254237288136,1.4745762711864407,2,59,22,22,15,82,67,59,19,19,21,94,107,10,3,6,1,15,16,12,5,0,4,1,4,7,8,0.6101694915254237,-0.24152542372881358,-0.9745762711864407,1,4,-7,-2,-11,4,118,8,164
118,53,21,44,180,1.5254237288135593,213,172,1.805084745762712,1.4576271186440677,41,59,34,10,15,129,76,59,19,11,29,84,96,10,3,3,4,12,15,16,5,1,2,2,5,7,10,4,0,0,4,0,0.0,0,10,0.0,2.5,-10,2,0,0,2,0,6,2,0,0,2,0,4,4,0,0,4,0,0,10,4,0,0,4,0,0,10,1.5254237288135593,1.805084745762712,-1.0423728813559323,51,5,12,7,15,118,4,180,0
118,41,31,46,154,1.305084745762712,184,178,1.5593220338983051,1.5084745762711864,6,59,23,20,16,106,91,59,18,11,30,78,87,10,2,6,2,12,14,12,5,1,4,0,7,8,5,118,58,26,34,200,1.694915254237288,191,168,1.61864406779661,1.423728813559322,23,59,35,13,11,115,73,59,23,13,23,76,95,10,3,2,5,11,14,18,5,1,1,3,4,3,8,-0.3898305084745761,-0.05932203389830493,0.0847457627118644,-17,3,1,5,0,118,118,154,200
118,38,37,43,151,1.2796610169491525,134,148,1.1355932203389831,1.2542372881355932,-14,59,20,19,20,78,70,59,18,18,23,56,78,10,1,5,4,8,13,16,5,1,3,1,6,5,4,4,2,2,0,8,2.0,5,2,1.25,0.5,3,2,1,1,0,2,0,2,1,1,0,3,2,4,2,2,0,8,5,2,4,2,2,0,8,5,2,-0.7203389830508475,-0.11440677966101687,0.7542372881355932,-17,-2,0,0,8,118,4,151,8
118,44,37,37,169,1.4322033898305084,186,172,1.576271186440678,1.4576271186440677,14,59,26,21,12,95,74,59,18,16,25,91,98,10,4,2,4,14,22,14,5,2,1,2,7,13,8,42,15,13,14,58,1.380952380952381,45,53,1.0714285714285714,1.2619047619047619,-8,21,10,6,5,26,22,21,5,7,9,19,31,10,3,3,4,12,12,17,5,2,1,2,7,5,6,0.0512510088781275,0.5048426150121066,0.19572235673930583,22,0,2,8,10,118,42,169,58
118,43,25,50,154,1.305084745762712,160,173,1.3559322033898304,1.4661016949152543,-13,59,27,9,23,92,80,59,16,16,27,68,93,10,2,3,5,9,8,12,5,1,1,3,4,6,7,42,6,10,26,28,0.6666666666666666,43,92,1.0238095238095237,2.1904761904761907,-49,21,2,4,15,16,47,21,4,6,11,27,45,10,2,1,7,7,10,25,5,2,0,3,6,8,13,0.6384180790960453,0.3321226795803067,-0.7243744955609364,36,-2,2,-2,-2,118,42,154,28
118,76,24,18,252,2.135593220338983,253,115,2.1440677966101696,0.9745762711864406,138,59,43,11,5,142,54,59,33,13,13,111,61,10,7,2,1,23,20,8,5,4,0,1,12,9,4,118,67,31,20,232,1.9661016949152543,241,139,2.042372881355932,1.1779661016949152,102,59,39,15,5,127,55,59,28,16,15,114,84,10,3,5,2,14,17,15,5,1,4,0,7,7,5,0.1694915254237288,0.10169491525423746,-0.2033898305084746,36,5,9,2,3,118,118,252,232
118,41,41,36,164,1.3898305084745763,176,174,1.4915254237288136,1.4745762711864407,2,59,22,22,15,82,67,59,19,19,21,94,107,10,3,6,1,15,16,12,5,0,4,1,4,7,8,118,50,27,41,177,1.5,177,169,1.5,1.4322033898305084,8,59,31,9,19,98,83,59,19,18,22,79,86,10,6,2,2,20,19,12,5,2,1,2,7,10,7,-0.11016949152542366,-0.008474576271186418,0.04237288135593231,-6,-3,-5,-3,-3,118,118,164,177
42,13,16,13,55,1.3095238095238095,56,59,1.3333333333333333,1.4047619047619047,-3,21,10,6,5,34,23,21,3,10,8,22,36,10,5,4,1,19,17,10,5,2,2,1,8,7,6,118,78,26,14,260,2.2033898305084745,239,91,2.0254237288135593,0.7711864406779662,148,59,43,10,6,129,45,59,35,16,8,110,46,10,9,0,1,27,17,4,5,5,0,0,15,10,2,-0.8938660209846649,-0.692090395480226,0.6335754640839385,-151,-7,-8,-3,0,42,118,55,260
118,40,30,48,150,1.271186440677966,159,168,1.347457627118644,1.423728813559322,-9,59,18,19,22,73,70,59,22,11,26,86,98,10,4,4,2,16,20,11,5,1,3,1,6,5,5,118,38,36,44,150,1.271186440677966,155,171,1.3135593220338984,1.4491525423728813,-16,59,18,20,21,83,82,59,20,16,23,72,89,10,1,2,7,5,12,26,5,1,0,4,3,7,13,0.0,0.03389830508474567,-0.025423728813559254,7,3,11,-2,8,118,118,150,150
118,41,24,53,147,1.2457627118644068,186,188,1.576271186440678,1.5932203389830508,-2,59,22,10,27,95,95,59,19,14,26,91,93,10,3,4,3,13,8,11,5,1,2,2,5,1,5,118,54,29,35,191,1.61864406779661,209,167,1.771186440677966,1.4152542372881356,42,59,31,15,13,111,74,59,23,14,22,98,93,10,3,2,5,11,15,20,5,2,1,2,7,11,11,-0.3728813559322033,-0.19491525423728806,0.17796610169491522,-44,-2,2,-10,-7,118,118,147,191
118,67,31,20,232,1.9661016949152543,241,139,2.042372881355932,1.1779661016949152,102,59,39,15,5,127,55,59,28,16,15,114,84,10,3,5,2,14,17,15,5,1,4,0,7,7,5,118,41,31,46,154,1.305084745762712,184,178,1.5593220338983051,1.5084745762711864,6,59,23,20,16,106,91,59,18,11,30,78,87,10,2,6,2,12,14,12,5,1,4,0,7,8,5,0.6610169491525424,0.48305084745762694,-0.3305084745762712,96,0,2,-1,3,118,118,232,154
42,15,13,14,58,1.380952380952381,45,53,1.0714285714285714,1.2619047619047619,-8,21,10,6,5,26,22,21,5,7,9,19,31,10,3,3,4,12,12,17,5,2,1,2,7,5,6,118,41,41,36,164,1.3898305084745763,176,174,1.4915254237288136,1.4745762711864407,2,59,22,22,15,82,67,59,19,19,21,94,107,10,3,6,1,15,16,12,5,0,4,1,4,7,8,-0.008878127522195411,-0.4200968523002422,-0.21267150928167888,-10,3,-3,-2,-4,42,118,58,164
4,2,2,0,8,2.0,5,2,1.25,0.5,3,2,1,1,0,2,0,2,1,1,0,3,2,4,2,2,0,8,5,2,4,2,2,0,8,5,2,118,43,25,50,154,1.305084745762712,160,173,1.3559322033898304,1.4661016949152543,-13,59,27,9,23,92,80,59,16,16,27,68,93,10,2,3,5,9,8,12,5,1,1,3,4,6,7,0.6949152542372881,-0.10593220338983045,-0.9661016949152543,16,4,-1,-1,-3,4,118,8,154
118,50,27,41,177,1.5,177,169,1.5,1.4322033898305084,8,59,31,9,19,98,83,59,19,18,22,79,86,10,6,2,2,20,19,12,5,2,1,2,7,10,7,42,13,16,13,55,1.3095238095238095,56,59,1.3333333333333333,1.4047619047619047,-3,21,10,6,5,34,23,21,3,10,8,22,36,10,5,4,1,19,17,10,5,2,2,1,8,7,6,0.19047619047619047,0.16666666666666674,0.027441485068603777,11,-1,1,3,2,118,42,177,55
118,58,26,34,200,1.694915254237288,191,168,1.61864406779661,1.423728813559322,23,59,35,13,11,115,73,59,23,13,23,76,95,10,3,2,5,11,14,18,5,1,1,3,4,3,8,118,53,21,44,180,1.5254237288135593,213,172,1.805084745762712,1.4576271186440677,41,59,34,10,15,129,76,59,19,11,29,84,96,10,3,3,4,12,15,16,5,1,2,2,5,7,10,0.1694915254237288,-0.18644067796610186,-0.03389830508474567,-18,-1,-1,-4,-1,118,118,200,180
42,6,10,26,28,0.6666666666666666,43,92,1.0238095238095237,2.1904761904761907,-49,21,2,4,15,16,47,21,4,6,11,27,45,10,2,1,7,7,10,25,5,2,0,3,6,8,13,118,76,24,18,252,2.135593220338983,253,115,2.1440677966101696,0.9745762711864406,138,59,43,11,5,142,54,59,33,13,13,111,61,10,7,2,1,23,20,8,5,4,0,1,12,9,4,-1.4689265536723166,-1.1202582728006458,1.21589991928975,-187,-6,-16,-1,-10,42,118,28,252
4,0,0,4,0,0.0,0,10,0.0,2.5,-10,2,0,0,2,0,6,2,0,0,2,0,4,4,0,0,4,0,0,10,4,0,0,4,0,0,10,118,41,24,53,147,1.2457627118644068,186,188,1.576271186440678,1.5932203389830508,-2,59,22,10,27,95,95,59,19,14,26,91,93,10,3,4,3,13,8,11,5,1,2,2,5,1,5,-1.2457627118644068,-1.576271186440678,0.9067796610169492,-8,-5,-13,-1,-8,4,118,0,147
118,54,29,35,191,1.61864406779661,209,167,1.771186440677966,1.4152542372881356,42,59,31,15,13,111,74,59,23,14,22,98,93,10,3,2,5,11,15,20,5,2,1,2,7,11,11,118,38,37,43,151,1.2796610169491525,134,148,1.1355932203389831,1.2542372881355932,-14,59,20,19,20,78,70,59,18,18,23,56,78,10,1,5,4,8,13,16,5,1,3,1,6,5,4,0.3389830508474576,0.6355932203389829,0.1610169491525424,56,1,3,6,2,118,118,191,151
118,38,36,44,150,1.271186440677966,155,171,1.3135593220338984,1.4491525423728813,-16,59,18,20,21,83,82,59,20,16,23,72,89,10,1,2,7,5,12,26,5,1,0,4,3,7,13,118,44,37,37,169,1.4322033898305084,186,172,1.576271186440678,1.4576271186440677,14,59,26,21,12,95,74,59,18,16,25,91,98,10,4,2,4,14,22,14,5,2,1,2,7,13,8,-0.1610169491525424,-0.2627118644067796,-0.008474576271186418,-30,-4,-9,-6,-10,118,118,150,169
118,78,26,14,260,2.2033898305084745,239,91,2.0254237288135593,0.7711864406779662,148,59,43,10,6,129,45,59,35,16,8,110,46,10,9,0,1,27,17,4,5,5,0,0,15,10,2,118,40,30,48,150,1.271186440677966,159,168,1.347457627118644,1.423728813559322,-9,59,18,19,22,73,70,59,22,11,26,86,98,10,4,4,2,16,20,11,5,1,3,1,6,5,5,0.9322033898305084,0.6779661016949152,-0.6525423728813559,157,9,11,5,-3,118,118,260,150
118,53,21,44,180,1.5254237288135593,213,172,1.805084745762712,1.4576271186440677,41,59,34,10,15,129,76,59,19,11,29,84,96,10,3,3,4,12,15,16,5,1,2,2,5,7,10,118,38,36,44,150,1.271186440677966,155,171,1.3135593220338984,1.4491525423728813,-16,59,18,20,21,83,82,59,20,16,23,72,89,10,1,2,7,5,12,26,5,1,0,4,3,7,13,0.2542372881355932,0.4915254237288136,0.008474576271186418,57,2,7,0,3,118,118,180,150
118,40,30,48,150,1.271186440677966,159,168,1.347457627118644,1.423728813559322,-9,59,18,19,22,73,70,59,22,11,26,86,98,10,4,4,2,16,20,11,5,1,3,1,6,5,5,42,6,10,26,28,0.6666666666666666,43,92,1.0238095238095237,2.1904761904761907,-49,21,2,4,15,16,47,21,4,6,11,27,45,10,2,1,7,7,10,25,5,2,0,3,6,8,13,0.6045197740112994,0.3236481033091203,-0.7667473769168687,40,0,9,-3,10,118,42,150,28
42,13,16,13,55,1.3095238095238095,56,59,1.3333333333333333,1.4047619047619047,-3,21,10,6,5,34,23,21,3,10,8,22,36,10,5,4,1,19,17,10,5,2,2,1,8,7,6,42,15,13,14,58,1.380952380952381,45,53,1.0714285714285714,1.2619047619047619,-8,21,10,6,5,26,22,21,5,7,9,19,31,10,3,3,4,12,12,17,5,2,1,2,7,5,6,-0.0714285714285714,0.26190476190476186,0.1428571428571428,5,1,7,2,5,42,42,55,58
118,44,37,37,169,1.4322033898305084,186,172,1.576271186440678,1.4576271186440677,14,59,26,21,12,95,74,59,18,16,25,91,98,10,4,2,4,14,22,14,5,2,1,2,7,13,8,118,67,31,20,232,1.9661016949152543,241,139,2.042372881355932,1.1779661016949152,102,59,39,15,5,127,55,59,28,16,15,114,84,10,3,5,2,14,17,15,5,1,4,0,7,7,5,-0.5338983050847459,-0.4661016949152541,0.27966101694915246,-88,0,0,6,5,118,118,169,232
118,41,41,36,164,1.3898305084745763,176,174,1.4915254237288136,1.4745762711864407,2,59,22,22,15,82,67,59,19,19,21,94,107,10,3,6,1,15,16,12,5,0,4,1,4,7,8,118,54,29,35,191,1.61864406779661,209,167,1.771186440677966,1.4152542372881356,42,59,31,15,13,111,74,59,23,14,22,98,93,10,3,2,5,11,15,20,5,2,1,2,7,11,11,-0.22881355932203373,-0.27966101694915246,0.05932203389830515,-40,-3,4,-4,1,118,118,164,191
118,41,31,46,154,1.305084745762712,184,178,1.5593220338983051,1.5084745762711864,6,59,23,20,16,106,91,59,18,11,30,78,87,10,2,6,2,12,14,12,5,1,4,0,7,8,5,4,2,2,0,8,2.0,5,2,1.25,0.5,3,2,1,1,0,2,0,2,1,1,0,3,2,4,2,2,0,8,5,2,4,2,2,0,8,5,2,-0.6949152542372881,0.30932203389830515,1.0084745762711864,3,-1,4,3,9,118,4,154,8
118,76,24,18,252,2.135593220338983,253,115,2.1440677966101696,0.9745762711864406,138,59,43,11,5,142,54,59,33,13,13,111,61,10,7,2,1,23,20,8,5,4,0,1,12,9,4,118,58,26,34,200,1.694915254237288,191,168,1.61864406779661,1.423728813559322,23,59,35,13,11,115,73,59,23,13,23,76,95,10,3,2,5,11,14,18,5,1,1,3,4,3,8,0.4406779661016951,0.5254237288135595,-0.4491525423728814,115,8,12,6,6,118,118,252,200
118,38,37,43,151,1.2796610169491525,134,148,1.1355932203389831,1.2542372881355932,-14,59,20,19,20,78,70,59,18,18,23,56,78,10,1,5,4,8,13,16,5,1,3,1,6,5,4,118,78,26,14,260,2.2033898305084745,239,91,2.0254237288135593,0.7711864406779662,148,59,43,10,6,129,45,59,35,16,8,110,46,10,9,0,1,27,17,4,5,5,0,0,15,10,2,-0.923728813559322,-0.8898305084745761,0.48305084745762705,-162,-9,-19,-5,-4,118,118,151,260
118,41,24,53,147,1.2457627118644068,186,188,1.576271186440678,1.5932203389830508,-2,59,22,10,27,95,95,59,19,14,26,91,93,10,3,4,3,13,8,11,5,1,2,2,5,1,5,118,50,27,41,177,1.5,177,169,1.5,1.4322033898305084,8,59,31,9,19,98,83,59,19,18,22,79,86,10,6,2,2,20,19,12,5,2,1,2,7,10,7,-0.2542372881355932,0.07627118644067798,0.1610169491525424,-10,-2,-7,-9,-11,118,118,147,177
118,43,25,50,154,1.305084745762712,160,173,1.3559322033898304,1.4661016949152543,-13,59,27,9,23,92,80,59,16,16,27,68,93,10,2,3,5,9,8,12,5,1,1,3,4,6,7,4,0,0,4,0,0.0,0,10,0.0,2.5,-10,2,0,0,2,0,6,2,0,0,2,0,4,4,0,0,4,0,0,10,4,0,0,4,0,0,10,1.305084745762712,1.3559322033898304,-1.0338983050847457,-3,4,9,6,8,118,4,154,0
4,2,2,0,8,2.0,5,2,1.25,0.5,3,2,1,1,0,2,0,2,1,1,0,3,2,4,2,2,0,8,5,2,4,2,2,0,8,5,2,118,53,21,44,180,1.5254237288135593,213,172,1.805084745762712,1.4576271186440677,41,59,34,10,15,129,76,59,19,11,29,84,96,10,3,3,4,12,15,16,5,1,2,2,5,7,10,0.47457627118644075,-0.5550847457627119,-0.9576271186440677,-38,3,-4,-2,-10,4,118,8,180
118,67,31,20,232,1.9661016949152543,241,139,2.042372881355932,1.1779661016949152,102,59,39,15,5,127,55,59,28,16,15,114,84,10,3,5,2,14,17,15,5,1,4,0,7,7,5,118,41,41,36,164,1.3898305084745763,176,174,1.4915254237288136,1.4745762711864407,2,59,22,22,15,82,67,59,19,19,21,94,107,10,3,6,1,15,16,12,5,0,4,1,4,7,8,0.576271186440678,0.5508474576271185,-0.2966101694915255,100,3,-1,0,1,118,118,232,164
118,38,36,44,150,1.271186440677966,155,171,1.3135593220338984,1.4491525423728813,-16,59,18,20,21,83,82,59,20,16,23,72,89,10,1,2,7,5,12,26,5,1,0,4,3,7,13,42,13,16,13,55,1.3095238095238095,56,59,1.3333333333333333,1.4047619047619047,-3,21,10,6,5,34,23,21,3,10,8,22,36,10,5,4,1,19,17,10,5,2,2,1,8,7,6,-0.03833736884584349,-0.0197740112994349,0.04439063761097661,-13,-5,-14,0,-5,118,42,150,55
118,54,29,35,191,1.61864406779661,209,167,1.771186440677966,1.4152542372881356,42,59,31,15,13,111,74,59,23,14,22,98,93,10,3,2,5,11,15,20,5,2,1,2,7,11,11,118,41,31,46,154,1.305084745762712,184,178,1.5593220338983051,1.5084745762711864,6,59,23,20,16,106,91,59,18,11,30,78,87,10,2,6,2,12,14,12,5,1,4,0,7,8,5,0.31355932203389814,0.2118644067796609,-0.09322033898305082,36,0,-1,3,1,118,118,191,154
4,0,0,4,0,0.0,0,10,0.0,2.5,-10,2,0,0,2,0,6,2,0,0,2,0,4,4,0,0,4,0,0,10,4,0,0,4,0,0,10,118,40,30,48,150,1.271186440677966,159,168,1.347457627118644,1.423728813559322,-9,59,18,19,22,73,70,59,22,11,26,86,98,10,4,4,2,16,20,11,5,1,3,1,6,5,5,-1.271186440677966,-1.347457627118644,1.076271186440678,-1,-6,-16,-5,-20,4,118,0,150
118,78,26,14,260,2.2033898305084745,239,91,2.0254237288135593,0.7711864406779662,148,59,43,10,6,129,45,59,35,16,8,110,46,10,9,0,1,27,17,4,5,5,0,0,15,10,2,118,44,37,37,169,1.4322033898305084,186,172,1.576271186440678,1.4576271186440677,14,59,26,21,12,95,74,59,18,16,25,91,98,10,4,2,4,14,22,14,5,2,1,2,7,13,8,0.771186440677966,0.44915254237288127,-0.6864406779661015,134,8,13,-3,-5,118,118,260,169
